NP_459006.1	STM0001	thrL
NP_462206.1	STM3295	folP
NP_462207.1	STM3296	hflB
NP_462208.1	STM3297	ftsJ
NP_462209.3	STM3298	yhbY
NP_462210.1	STM3299	greA
NP_462211.1	STM3300	dacB
NP_462212.1	STM3301	yhbZ
NP_462213.1	STM3303	rpmA
NP_462214.1	STM3304	rplU
NP_462215.1	STM3305	ispB
NP_462216.1	STM3306	nlp
NP_462217.1	STM3307	murA
NP_462218.1	STM3308	yrbA
NP_462219.1	STM3309	yrbB
NP_462220.1	STM3310	yrbC
NP_462221.1	STM3311	yrbD
NP_462222.1	STM3312	yrbE
NP_462223.1	STM3313	yrbF
NP_462224.1	STM3314	yrbG
NP_462225.1	STM3315	yrbH
NP_462226.1	STM3316	yrbI
NP_462227.1	STM3317	yrbK
NP_462228.1	STM3318	yhbN
NP_462229.1	STM3319	yhbG
NP_462230.1	STM3320	rpoN
NP_462231.1	STM3321	yhbH
NP_462232.1	STM3322	ptsN
NP_462233.1	STM3323	yhbJ
NP_462234.1	STM3324	ptsO
NP_462235.1	STM3325	yrbL
NP_462236.1	STM3326	mtgA
NP_462237.1	STM3327	yhbL
NP_462238.1	STM3328	arcB
NP_462239.1	STM3329	yhcC
NP_462240.1	STM3330	gltB
NP_462241.1	STM3331	gltD
NP_462242.1	STM3332	yhcG
NP_462243.1	STM3333	NODATA
NP_462244.1	STM3334	NODATA
NP_462245.1	STM3335	yhcH
NP_462246.1	STM3336	nanK
NP_462247.1	STM3337	nanE
NP_462248.1	STM3338	nanT
NP_462249.1	STM3339	nanA
NP_462250.1	STM3340	yhcK
NP_462251.1	STM3341	sspB
NP_462252.1	STM3342	sspA
NP_462253.1	STM3343	NODATA
NP_462254.1	STM3344	rpsI
NP_462255.1	STM3345	rplM
NP_462256.1	STM3346	yhcM
NP_462257.1	STM3347	yhcB
NP_462258.1	STM3348	degQ
NP_462259.1	STM3349	degS
NP_462260.1	STM3350	NODATA
NP_462261.1	STM3351	oadB
NP_462262.1	STM3352	oadA
NP_462263.1	STM3353	oadG
NP_462264.1	STM3354	NODATA
NP_462265.1	STM3355	NODATA
NP_462266.1	STM3356	NODATA
NP_462267.1	STM3357	NODATA
NP_462268.1	STM3358	NODATA
NP_462269.1	STM3359	mdh
NP_462270.1	STM3360	argR
NP_462271.1	STM3361	yhcN
NP_462272.1	STM3362	NODATA
NP_462273.1	STM3363	yhcO
NP_462274.1	STM3364	yhcP
NP_462275.1	STM3365	yhcQ
NP_462276.1	STM3366	yhcR
NP_462277.1	STM3367	yhcS
NP_462278.1	STM3368	tldD
NP_462279.1	STM3369	yhdP
NP_462280.1	STM3370	cafA
NP_462281.1	STM3371	yhdE
NP_462282.1	STM3372	mreD
NP_462283.1	STM3373	mreC
NP_462284.1	STM3374	mreB
NP_462285.1	STM3375	yhdA
NP_462286.1	STM3376	yhdH
NP_462287.1	STM3377	NODATA
NP_462288.1	STM3378	NODATA
NP_462289.1	STM3379	accB
NP_462290.1	STM3380	accC
NP_462291.1	STM3381	yhdT
NP_462292.1	STM3382	panF
NP_462293.1	STM3383	prmA
NP_462294.1	STM3384	yhdG
NP_462295.1	STM3385	fis
NP_462296.1	STM3386	yhdJ
NP_462297.1	STM3387	yhdU
NP_462298.1	STM3388	NODATA
NP_462299.1	STM3389	envR
NP_462300.1	STM3390	acrE
NP_462301.1	STM3391	acrF
NP_462302.1	STM3392	yhdV
NP_462303.1	STM3399	yrdA
NP_462304.1	STM3400	yrdB
NP_462305.1	STM3401	aroE
NP_462306.1	STM3402	yrdC
NP_462307.1	STM3403	yrdD
NP_462308.1	STM3404	smg
NP_462309.1	STM3405	smf
NP_462310.1	STM3406	def
NP_462311.1	STM3407	fmt
NP_462312.1	STM3408	sun
NP_462313.1	STM3409	trkA
NP_462314.1	STM3410	mscL
NP_462315.1	STM3411	NODATA
NP_462316.1	STM3412	zntR
NP_462317.1	STM3413	yhdN
NP_462318.1	STM3414	rplQ
NP_462319.1	STM3415	rpoA
NP_462320.1	STM3416	rpsD
NP_462321.1	STM3417	rpsK
NP_462322.1	STM3418	rpsM
NP_462323.1	STM3419	rpmJ
NP_462324.1	STM3420	secY
NP_462325.1	STM3421	rplO
NP_462326.1	STM3422	rpmD
NP_462327.1	STM3423	rpsE
NP_462328.1	STM3424	rplR
NP_462329.1	STM3425	rplF
NP_462330.1	STM3426	rpsH
NP_462331.3	STM3427	rpsN
NP_462332.1	STM3428	rplE
NP_462333.1	STM3429	rplX
NP_462334.1	STM3430	rplN
NP_462335.1	STM3431	rpsQ
NP_462336.1	STM3432	rpmC
NP_462337.1	STM3433	rplP
NP_462338.1	STM3434	rpsC
NP_462339.1	STM3435	rplV
NP_462340.1	STM3436	rpsS
NP_462341.1	STM3437	rplB
NP_462342.1	STM3438	rplW
NP_462343.1	STM3439	rplD
NP_462344.1	STM3440	rplC
NP_462345.1	STM3441	rpsJ
NP_462346.1	STM3442	hopD
NP_462347.1	STM3443	bfr
NP_462348.1	STM3444	bfd
NP_462349.1	STM3445	tufA
NP_462350.1	STM3446	fusA
NP_462351.1	STM3447	rpsG
NP_462352.1	STM3448	rpsL
NP_462353.1	STM3449	yheL
NP_462354.1	STM3450	yheM
NP_462355.1	STM3451	yheN
NP_462356.1	STM3452	yheO
NP_462357.1	STM3453	fkpA
NP_462358.1	STM3454	slyX
NP_462359.1	STM3455	slyD
NP_462360.1	STM3456	yheV
NP_462361.1	STM3457	kefB
NP_462362.1	STM3458	yheR
NP_462363.1	STM3459	yheS
NP_462364.1	STM3461	NODATA
NP_462365.1	STM3462	yheT
NP_462366.3	STM3463	yheU
NP_462367.1	STM3464	prkB
NP_462368.1	STM3465	yhfA
NP_462369.1	STM3466	crp
NP_462370.1	STM3467	yhfK
NP_462371.1	STM3468	argD
NP_462372.1	STM3469	pabA
NP_462373.1	STM3470	fic
NP_462374.1	STM3471	yhfG
NP_462375.1	STM3472	ppiA
NP_462376.1	STM3473	yhfC
NP_462377.1	STM3474	nirB
NP_462378.1	STM3475	nirD
NP_462379.1	STM3476	nirC
NP_462380.1	STM3477	cysG
NP_462381.1	STM3478	bigA
NP_462382.1	STM3479	tnpA_5
NP_462383.1	STM3480	yhfL
NP_462384.1	STM3481	trpS
NP_462385.1	STM3482	gph
NP_462386.1	STM3483	rpe
NP_462387.1	STM3484	dam
NP_462388.1	STM3485	damX
NP_462389.1	STM3486	aroB
NP_462390.1	STM3487	aroK
NP_462391.1	STM3488	hofQ
NP_462392.1	STM3489	yrfA
NP_462393.1	STM3490	yrfB
NP_462394.1	STM3491	yrfC
NP_462395.1	STM3492	yrfD
NP_462396.3	STM3493	mrcA
NP_462397.3	STM3494	yrfE
NP_462398.1	STM3495	yrfF
NP_462399.1	STM3496	yrfG
NP_462400.1	STM3497	yrfH
NP_462401.3	STM3498	yrfI
NP_462402.1	STM3499	yhgE
NP_462403.2	STM3500	pckA
NP_462404.1	STM3501	envZ
NP_462405.1	STM3502	ompR
NP_462406.1	STM3503	greB
NP_462407.3	STM3504	yhgF
NP_462408.1	STM3505	feoA
NP_462409.1	STM3506	feoB
NP_462410.1	STM3507	yhgG
NP_462411.1	STM3508	NODATA
NP_462412.1	STM3509	bioH
NP_462413.1	STM3510	yhgH
NP_462414.1	STM3511	yhgI
NP_462415.1	STM3512	gntT
NP_462416.1	STM3513	malQ
NP_462417.1	STM3514	malP
NP_462418.1	STM3515	malT
NP_462419.1	STM3516	NODATA
NP_462420.1	STM3517	NODATA
NP_462421.1	STM3518	rtcA
NP_462422.1	STM3519	rtcB
NP_462423.1	STM3521	NODATA
NP_462424.1	STM3522	rtcR
NP_462425.1	STM3523	glpR
NP_462426.1	STM3524	glpG
NP_462427.1	STM3525	glpE
NP_462428.1	STM3526	glpD
NP_462429.1	STM3527	NODATA
NP_462430.1	STM3528	NODATA
NP_462431.1	STM3529	NODATA
NP_462432.1	STM3531	NODATA
NP_462433.1	STM3532	NODATA
NP_462434.1	STM3533	NODATA
NP_462435.1	STM3534	glgP
NP_462436.1	STM3535	glgA
NP_462437.1	STM3536	glgC
NP_462438.1	STM3537	glgX
NP_462439.1	STM3538	glgB
NP_462440.1	STM3539	asd
NP_452851.1	STM3540	yhgN
NP_462442.1	STM3541	gntU
NP_462443.1	STM3542	gntK
NP_462444.1	STM3543	gntR
NP_462445.1	STM3544	yhhW
NP_462446.1	STM3545	yhhX
NP_462447.1	STM3546	yhhY
NP_462448.3	STM3547	NODATA
NP_462449.1	STM3548	NODATA
NP_462450.1	STM3549	NODATA
NP_462451.1	STM3550	NODATA
NP_462452.1	STM3551	ggt
NP_462453.1	STM3552	yhhA
NP_462454.1	STM3553	ugpQ
NP_462455.1	STM3554	ugpC
NP_462456.1	STM3555	ugpE
NP_462457.1	STM3556	ugpA
NP_462458.1	STM3557	ugpB
NP_462459.1	STM3558	NODATA
NP_462460.1	STM3559	yhhV
NP_462461.1	STM3560	livF
NP_462462.1	STM3561	livG
NP_462463.1	STM3562	livM
NP_462464.1	STM3563	livH
NP_462465.1	STM3564	livK
NP_462466.1	STM3565	yhhK
NP_462467.1	STM3566	NODATA
NP_462468.1	STM3567	livJ
NP_462469.1	STM3568	rpoH
NP_462470.1	STM3569	ftsX
NP_462471.1	STM3570	ftsE
NP_462472.1	STM3571	ftsY
NP_462473.1	STM3572	yhhF
NP_462474.3	STM3573	yhhL
NP_462475.1	STM3574	yhhM
NP_462476.1	STM3575	yhhN
NP_462477.1	STM3576	zntA
NP_462478.1	STM3577	tcp
NP_462479.1	STM3578	yhhP
NP_462480.1	STM3579	yhhQ
NP_462481.1	STM3580	NODATA
NP_462482.3	STM3581	yhhS
NP_462483.1	STM3582	yhhT
NP_462484.1	STM3583	acpT
NP_462485.1	STM3584	nikR
NP_462486.1	STM3585	yhhJ
NP_462487.3	STM3586	yhiH
NP_462488.1	STM3587	yhiI
NP_462489.1	STM3588	yhiN
NP_462490.1	STM3589	pitA
NP_462491.1	STM3590	uspB
NP_462492.1	STM3591	uspA
NP_462493.1	STM3592	yhiP
NP_462494.1	STM3593	yhiQ
NP_462495.1	STM3594	prlC
NP_462496.1	STM3595	NODATA
NP_462497.1	STM3596	yhiR
NP_462498.1	STM3597	gor
NP_462499.1	STM3598	NODATA
NP_462500.1	STM3599	NODATA
NP_462501.1	STM3600	NODATA
NP_462502.1	STM3601	NODATA
NP_462503.1	STM3602	NODATA
NP_462504.1	STM3603	treF
NP_462505.1	STM3604	NODATA
NP_462506.1	STM3605	NODATA
NP_462507.1	STM3606	yhjB
NP_462508.1	STM3607	yhjC
NP_462509.1	STM3608	yhjD
NP_462510.1	STM3609	yhjE
NP_462511.1	STM3610	yhjG
NP_462512.1	STM3611	yhjH
NP_462513.1	STM3612	kdgK
NP_462514.1	STM3613	yhjJ
NP_462515.1	STM3614	dctA
NP_462516.3	STM3615	yhjK
NP_462517.1	STM3616	yhjL
NP_462518.1	STM3617	bcsC
NP_462519.1	STM3618	yhjN
NP_462520.1	STM3619	yhjO
NP_462521.1	STM3620	yhjQ
NP_462522.1	STM3621	yhjR
NP_462523.1	STM3622	yhjS
NP_462524.1	STM3623	yhjT
NP_462525.1	STM3624	yhjU
NP_462526.1	STM3624A	NODATA
NP_462527.1	STM3625	yhjV
NP_462528.1	STM3626	dppF
NP_462529.1	STM3627	dppD
NP_462530.1	STM3628	dppC
NP_462531.1	STM3629	dppB
NP_462532.1	STM3630	dppA
NP_462533.1	STM3631	NODATA
NP_462534.1	STM3632	NODATA
NP_462535.1	STM3633	NODATA
NP_462536.1	STM3635	yhjW
NP_462537.1	STM3636	lpfE
NP_462538.1	STM3637	lpfD
NP_462539.1	STM3638	lpfC
NP_462540.1	STM3639	lpfB
NP_462541.1	STM3640	lpfA
NP_462542.1	STM3641	yhjY
NP_462543.1	STM3642	tag
NP_462544.1	STM3643	yiaC
NP_462545.1	STM3644	bisC
NP_462546.1	STM3645	yiaD
NP_462547.1	STM3646	yiaE
NP_462548.1	STM3647	yiaF
NP_462549.1	STM3648	yiaG
NP_462550.1	STM3649	cspA
NP_462551.1	STM3650	NODATA
NP_462552.1	STM3651	NODATA
NP_462553.1	STM3652	NODATA
NP_462554.1	STM3653	NODATA
NP_462555.1	STM3655	glyS
NP_462556.1	STM3656	glyQ
NP_462557.1	STM3657	NODATA
NP_462558.1	STM3658	yiaH
NP_462559.1	STM3659	yiaB
NP_462560.1	STM3660	xylB
NP_462561.1	STM3661	xylA
NP_462562.1	STM3662	xylR
NP_462563.1	STM3663	bax
NP_462564.1	STM3664	malS
NP_462565.1	STM3665	avtA
NP_462566.1	STM3666	ysaA
NP_462567.1	STM3667	yiaJ
NP_462568.1	STM3668	yiaK
NP_462569.1	STM3669	yiaL
NP_462570.1	STM3670	NODATA
NP_462571.1	STM3671	yiaM
NP_462572.1	STM3672	yiaN
NP_462573.1	STM3673	yiaO
NP_462574.1	STM3674	lyxK
NP_462575.1	STM3675	sgbH
NP_462576.1	STM3676	sgbU
NP_462577.1	STM3677	sgbE
NP_462578.1	STM3678	NODATA
NP_462579.1	STM3679	NODATA
NP_462580.1	STM3680	aldB
NP_462581.1	STM3681	NODATA
NP_462582.1	STM3682	selB
NP_462583.1	STM3683	selA
NP_462584.1	STM3684	yibF
NP_462585.1	STM3685	mtlA
NP_462586.1	STM3686	mtlD
NP_462587.1	STM3687	mtlR
NP_462588.1	STM3688	NODATA
NP_462589.1	STM3689	yibL
NP_462590.1	STM3690	NODATA
NP_462591.1	STM3691	NODATA
NP_462592.1	STM3692	lldP
NP_462593.1	STM3693	lldR
NP_462594.1	STM3694	lldD
NP_462595.1	STM3695	yibK
NP_462596.1	STM3696	NODATA
NP_462597.1	STM3697	NODATA
NP_462598.1	STM3698	NODATA
NP_462599.1	STM3699	cysE
NP_462600.1	STM3700	gpsA
NP_462601.1	STM3701	secB
NP_462602.1	STM3702	grxC
NP_462603.1	STM3703	yibN
NP_462604.1	STM3704	pmgI
NP_462605.1	STM3705	yibP
NP_462606.1	STM3706	yigQ
NP_462607.1	STM3707	yibD
NP_462608.1	STM3708	tdh
NP_462609.1	STM3709	kbl
NP_462610.1	STM3710	rfaD
NP_462611.1	STM3711	rfaF
NP_462612.1	STM3712	rfaC
NP_462613.1	STM3713	rfaL
NP_462614.1	STM3714	rfaK
NP_462615.1	STM3715	rfaZ
NP_462616.1	STM3716	rfaY
NP_462617.1	STM3717	rfaJ
NP_462618.1	STM3718	rfaI
NP_462619.1	STM3719	rfaB
NP_462620.1	STM3720	yibR
NP_462621.1	STM3721	rfaP
NP_462622.1	STM3722	rfaG
NP_462623.1	STM3723	rfaQ
NP_462624.1	STM3724	kdtA
NP_462625.1	STM3725	kdtB
NP_462626.1	STM3726	mutM
NP_462627.1	STM3727	rpmG
NP_462628.1	STM3728	rpmB
NP_462629.1	STM3729	radC
NP_462630.3	STM3730	dfp
NP_462631.1	STM3731	dut
NP_462632.1	STM3732	ttk
NP_462633.1	STM3733	pyrE
NP_462634.1	STM3734	rph
NP_462635.1	STM3735	yicC
NP_462636.1	STM3736	NODATA
NP_462637.1	STM3737	NODATA
NP_462638.1	STM3738	yigC
NP_462639.1	STM3739	yicF
NP_462640.1	STM3740	gmk
NP_462641.1	STM3741	rpoZ
NP_462642.1	STM3742	spoT
NP_462643.1	STM3743	spoU
NP_462644.1	STM3744	recG
NP_462645.1	STM3745	NODATA
NP_462646.1	STM3746	gltS
NP_462647.1	STM3747	yicE
NP_462648.1	STM3748	yicH
NP_462649.1	STM3749	yicI
NP_462650.1	STM3750	yicJ
NP_462651.1	STM3752	NODATA
NP_462652.1	STM3753	sugR
NP_462653.1	STM3754	NODATA
NP_462654.1	STM3755	rhuM
NP_462655.1	STM3756	rmbA
NP_462656.1	STM3757	misL
NP_462657.1	STM3758	fidL
NP_462658.4	STM3759	marT
NP_453069.1	STM3760	NODATA
NP_462660.1	STM3761	slsA
NP_462661.1	STM3762	cigR
NP_462662.1	STM3763	mgtB
NP_462663.1	STM3764	mgtC
NP_462664.1	STM3765	yicL
NP_462665.1	STM3766	NODATA
NP_462666.1	STM3767	NODATA
NP_462667.1	STM3768	NODATA
NP_462668.3	STM3769	NODATA
NP_462669.1	STM3770	NODATA
NP_462670.1	STM3771	NODATA
NP_462671.1	STM3772	NODATA
NP_462672.1	STM3773	NODATA
NP_462673.1	STM3774	NODATA
NP_462674.1	STM3775	NODATA
NP_462675.1	STM3776	yicM
NP_462676.1	STM3777	NODATA
NP_462677.1	STM3778	NODATA
NP_462678.1	STM3779	NODATA
NP_462679.1	STM3780	NODATA
NP_462680.1	STM3781	NODATA
NP_462681.1	STM3782	NODATA
NP_462682.1	STM3783	NODATA
NP_462683.1	STM3784	NODATA
NP_462684.1	STM3785	NODATA
NP_462685.1	STM3786	yicN
NP_462686.1	STM3787	uhpT
NP_462687.1	STM3788	uhpC
NP_462688.1	STM3789	uhpB
NP_462689.1	STM3790	uhpA
NP_462690.1	STM3791	NODATA
NP_462691.1	STM3792	NODATA
NP_462692.1	STM3793	NODATA
NP_462693.1	STM3794	NODATA
NP_462694.1	STM3795	ilvN
NP_462695.1	STM3796	ilvB
NP_462696.1	STM3797	ivbL
YP_009325922.1	STM3797A	ysdA
NP_453107.1	STM3796B	ysdB
NP_462698.3	STM3796A	NODATA
NP_462699.1	STM3798	emrD
NP_462700.1	STM3799	NODATA
NP_462701.1	STM3800	dsdC
NP_462702.1	STM3801	dsdX
NP_462703.1	STM3802	dsdA
NP_462704.1	STM3803	yidF
NP_462705.1	STM3804	yidG
NP_462706.1	STM3805	yidH
NP_462707.1	STM3807	yidE
NP_462708.3	STM3808	ibpB
NP_462709.3	STM3809	ibpA
NP_462710.1	STM3810	yidQ
NP_462711.1	STM3811	yidR
NP_462712.1	STM3812	ccmH
NP_462713.1	STM3813	ccmG
NP_462714.1	STM3814	ccmF
NP_462715.1	STM3815	ccmE
NP_462716.1	STM3816	ccmD
NP_462717.1	STM3817	ccmC
NP_462718.1	STM3818	ccmB
NP_462719.1	STM3819	ccmA
NP_462720.1	STM3820	NODATA
NP_462721.1	STM3821	torD
NP_462722.1	STM3822	torA
NP_462723.1	STM3823	torC
NP_462724.1	STM3824	torR
NP_462725.1	STM3825	torT
NP_462726.1	STM3826	torS
NP_462727.1	STM3827	dgoT
NP_462728.1	STM3828	dgoA
NP_462729.1	STM3829	dgoK
NP_462730.1	STM3830	dgoR
NP_462731.1	STM3831	yidA
NP_462732.1	STM3832	NODATA
NP_462733.1	STM3833	NODATA
NP_462734.1	STM3834	NODATA
NP_462735.1	STM3835	gyrB
NP_462736.1	STM3836	recF
NP_462737.1	STM3837	dnaN
NP_462738.1	STM3838	dnaA
NP_462739.1	STM3839	rpmH
NP_462740.1	STM3840	rnpA
NP_462741.1	STM3841	NODATA
NP_462742.1	STM3842	yidC
NP_462743.1	STM3843	trmE
NP_462744.1	STM3845	NODATA
NP_462745.3	STM3846	NODATA
NP_462746.1	STM3847	yidY
NP_462747.1	STM3848	yidZ
NP_462748.1	STM3849	yieE
NP_462749.3	STM3850	yieF
NP_462750.3	STM3851	yieG
NP_462751.1	STM3852	yieH
NP_462752.1	STM3853	phoU
NP_462753.1	STM3854	pstB
NP_462754.1	STM3855	pstA
NP_462755.1	STM3856	pstC
NP_462756.1	STM3857	pstS
NP_462757.1	STM3858	NODATA
NP_462758.1	STM3859	NODATA
NP_462759.1	STM3860	NODATA
NP_462760.1	STM3861	glmS
NP_462761.1	STM3862	glmU
NP_462762.1	STM3863	NODATA
NP_462763.1	STM3864	atpC
NP_462764.1	STM3865	atpD
NP_462765.1	STM3866	atpG
NP_462766.1	STM3867	atpA
NP_462767.1	STM3868	atpH
NP_462768.1	STM3869	atpF
NP_462769.1	STM3870	atpE
NP_462770.1	STM3871	atpB
NP_462771.1	STM3872	atpI
NP_462772.3	STM3873	gidB
NP_462773.1	STM3874	gidA
NP_462774.1	STM3875	mioC
NP_462775.1	STM3876	asnC
NP_462776.1	STM3877	asnA
NP_462777.3	STM3878	yieM
NP_462778.1	STM3879	yieN
NP_462779.1	STM3880	kup
NP_462780.1	STM3881	rbsD
NP_462781.1	STM3882	rbsA
NP_462782.1	STM3883	rbsC
NP_462783.1	STM3884	rbsB
NP_462784.1	STM3885	rbsK
NP_462785.1	STM3886	rbsR
NP_462786.1	STM3887	yieO
NP_462787.1	STM3888	yieP
NP_462788.3	STM3897	yifA
NP_462789.1	STM3898	yifE
NP_462790.1	STM3899	yifB
NP_462791.1	STM3900	ilvL
NP_462792.1	STM3901	ilvG
NP_462793.3	STM3902	ilvM
NP_462794.1	STM3903	ilvE
NP_462795.1	STM3904	ilvD
NP_462796.1	STM3905	ilvA
NP_462797.1	STM3906	NODATA
NP_462798.1	STM3907	NODATA
NP_462799.1	STM3908	ilvY
NP_462800.1	STM3909	ilvC
NP_462801.1	STM3910	ppiC
NP_462802.1	STM3911	NODATA
NP_462803.1	STM3912	rep
NP_462804.1	STM3913	gppA
NP_462805.1	STM3914	rhlB
NP_462806.1	STM3915	trxA
NP_462807.1	STM3917	rho
NP_462808.1	STM3918	rfe
NP_462809.1	STM3919	wzzE
NP_462810.1	STM3920	wecB
NP_462811.1	STM3921	wecC
NP_462812.1	STM3922	rffG
NP_462813.1	STM3923	rffH
NP_462814.3	STM3924	wecD
NP_462815.1	STM3925	wecE
NP_462816.1	STM3926	wzxE
NP_462817.1	STM3927	NODATA
NP_462818.1	STM3928	wecF
NP_462819.1	STM3929	wecG
NP_462820.1	STM3930	yifK
NP_462821.1	STM3935	hemY
NP_462822.1	STM3936	hemX
NP_462823.1	STM3937	hemD
NP_462824.1	STM3938	hemC
NP_462825.1	STM3939	cyaA
NP_462826.1	STM3940	NODATA
NP_462827.1	STM3941	NODATA
NP_462828.1	STM3942	NODATA
NP_462829.1	STM3943	cyaY
NP_462830.1	STM3944	NODATA
NP_462831.1	STM3946	yifL
NP_462832.3	STM3947	dapF
NP_462833.1	STM3948	yigA
NP_462834.1	STM3949	xerC
NP_462835.1	STM3950	yigB
NP_462836.1	STM3951	uvrD
NP_462837.1	STM3952	corA
NP_462838.1	STM3953	yigF
NP_462839.1	STM3954	yigG
NP_462840.1	STM3955	rarD
NP_462841.3	STM3956	yigI
NP_462842.1	STM3957	pldA
NP_462843.1	STM3958	recQ
NP_462844.1	STM3959	rhtC
NP_462845.1	STM3960	rthB
NP_462846.1	STM3961	pldB
NP_462847.1	STM3962	yigL
NP_462848.1	STM3963	yigM
NP_462849.1	STM3964	metR
NP_462850.1	STM3965	metE
NP_462851.1	STM3966	NODATA
NP_462852.1	STM3967	dlhH
NP_462853.1	STM3968	udp
NP_462854.1	STM3969	yigN
NP_462855.1	STM3970	ubiE
NP_462856.1	STM3971	yigP
NP_462857.1	STM3972	aarF
NP_462858.1	STM3973	tatA
NP_462859.1	STM3974	tatB
NP_462860.1	STM3975	tatC
NP_462861.3	STM3976	yigW
NP_462862.1	STM3977	rfaH
NP_462863.1	STM3978	yigC
NP_462864.1	STM3979	ubiB
NP_462865.1	STM3980	NODATA
NP_462866.1	STM3981	NODATA
NP_462867.1	STM3982	fadA
NP_462868.1	STM3983	fadB
NP_462869.1	STM3984	pepQ
NP_462870.1	STM3985	yigZ
NP_462871.1	STM3986	trkH
NP_462872.1	STM3987	hemG
NP_462873.1	STM3993	mobB
NP_462874.1	STM3994	mobA
NP_462875.1	STM3995	yihD
NP_462876.1	STM3996	yihE
NP_462877.1	STM3997	dsbA
NP_462878.1	STM3998	yihG
NP_462879.1	STM3999	polA
NP_453290.1	STM4000	spf
NP_462881.1	STM4001	yihA
NP_462882.1	STM4002	NODATA
NP_462883.1	STM4003	yihI
NP_462884.1	STM4004	hemN
NP_462885.1	STM4005	glnG
NP_462886.1	STM4006	glnL
NP_462887.1	STM4007	glnA
NP_453298.1	STM4008	NODATA
NP_462889.1	STM4009	typA
NP_462890.1	STM4010	NODATA
NP_462891.1	STM4011	NODATA
NP_462892.1	STM4012	NODATA
NP_462893.3	STM4013	NODATA
NP_462894.3	STM4014	NODATA
NP_462895.1	STM4015	NODATA
NP_462896.1	STM4016	yshA
NP_462897.1	STM4017	yihO
NP_462898.1	STM4018	yihP
NP_462899.1	STM4019	yihQ
NP_462900.3	STM4020	yihR
NP_462901.1	STM4021	yihS
NP_462902.1	STM4022	yihT
NP_462903.1	STM4023	yihU
NP_462904.3	STM4024	yihV
NP_462905.1	STM4025	yihW
NP_462906.1	STM4026	yihX
NP_462907.1	STM4027	rbn
NP_462908.1	STM4028	yihZ
NP_462909.1	STM4029	yiiD
NP_462910.3	STM4030	NODATA
NP_462911.1	STM4031	NODATA
NP_462912.1	STM4032	NODATA
NP_462913.3	STM4033	NODATA
NP_462914.1	STM4034	fdhE
NP_462915.1	STM4035	fdoI
NP_462916.1	STM4036	fdoH
NP_462917.1	STM4037	fdoG
NP_462918.1	STM4038	fdhD
NP_462919.1	STM4039	NODATA
NP_462920.2	STM4040	yiiG
NP_462921.1	STM4041	NODATA
NP_462922.1	STM4042	NODATA
NP_462923.1	STM4042A	NODATA
NP_462924.1	STM4043	yiiL
NP_462925.1	STM4044	NODATA
NP_462926.1	STM4045	rhaD
NP_462927.1	STM4046	rhaA
NP_462928.1	STM4047	rhaB
NP_462929.1	STM4048	rhaS
NP_462930.1	STM4049	rhaR
NP_462931.1	STM4050	rhaT
NP_462932.3	STM4051	NODATA
NP_462933.1	STM4052	NODATA
NP_462934.1	STM4053	NODATA
NP_462935.1	STM4054	NODATA
NP_462936.1	STM4055	sodA
NP_462937.3	STM4056	yiiM
NP_462938.1	STM4057	NODATA
NP_462939.1	STM4058	cpxA
NP_462940.1	STM4059	cpxR
NP_462941.1	STM4060	cpxP
NP_462942.1	STM4061	yiiP
NP_462943.1	STM4062	pfkA
NP_462944.1	STM4063	sbp
NP_462945.1	STM4064	ushB
NP_462946.1	STM4065	NODATA
NP_462947.1	STM4066	NODATA
NP_462948.1	STM4067	NODATA
NP_462949.1	STM4068	NODATA
NP_462950.1	STM4069	NODATA
NP_462951.1	STM4070	NODATA
NP_462952.1	STM4071	NODATA
NP_462953.1	STM4072	ydeV
NP_462954.1	STM4073	ydeW
NP_462955.1	STM4074	ego
NP_462956.1	STM4075	ydeY
NP_462957.1	STM4076	ydeZ
NP_462958.1	STM4077	yneA
NP_462959.1	STM4078	yneB
NP_462960.3	STM4079	yneC
NP_462961.1	STM4080	NODATA
NP_462962.1	STM4081	tpiA
NP_462963.1	STM4082	yiiQ
NP_462964.1	STM4083	yiiR
NP_462965.1	STM4084	fpr
NP_462966.1	STM4085	glpX
NP_462967.1	STM4086	glpK
NP_462968.1	STM4087	glpF
NP_462969.1	STM4088	yiiU
NP_462970.1	STM4089	menG
NP_462971.1	STM4090	menA
NP_462972.1	STM4091	hslU
NP_462973.1	STM4092	hslV
NP_462974.1	STM4093	ftsN
NP_462975.1	STM4094	cytR
NP_462976.1	STM4095	priA
NP_462977.1	STM4096	rpmE
NP_462978.1	STM4097	NODATA
NP_462979.1	STM4098	NODATA
NP_462980.1	STM4099	metJ
NP_462981.1	STM4100	metB
NP_462982.1	STM4101	metL
NP_462983.1	STM4102	NODATA
NP_462984.1	STM4103	NODATA
NP_462985.1	STM4104	NODATA
NP_462986.1	STM4105	metF
NP_462987.1	STM4106	katG
NP_462988.1	STM4107	yijF
NP_462989.1	STM4108	gldA
NP_462990.1	STM4109	talC
NP_462991.1	STM4110	ptsA
NP_462992.1	STM4112	frwC
NP_462993.1	STM4113	frwB
NP_462994.1	STM4114	pflD
NP_462995.1	STM4115	pflC
NP_462996.1	STM4116	frwD
NP_462997.1	STM4117	yijO
NP_462998.1	STM4118	yijP
NP_462999.1	STM4119	ppc
NP_463000.1	STM4120	argE
NP_463001.1	STM4121	argC
NP_463002.3	STM4122	argB
NP_463003.1	STM4123	argH
